formula,space group,piezoelectric modulus (C/m^2),density (g/cm^3),band gap (eV)
NaSi2N3-mp-8973,Cmc2_1,0.4034,3.1073,4.194
YNiSb-mp-11520,F-43m,0.4026,6.9429,0.3486
SiPN3-mp-36053,Cc,0.4024,2.9335,3.7544
Al3GaN4-mp-1019378,P-43m,0.4022,3.9437,3.7523
Li2NbOF5-mp-755505,Cm,0.4018,3.5402,3.8938
LiMnPO4-mp-753382,I-4,0.4014,2.8978,3.3455
FePO4-mp-760343,I-4,0.4005,2.3796,2.8209
Li8TeN2-mp-1190809,I4_1md,0.3996,2.6239,2.5239
BPO4-mp-3589,I-4,0.3994,2.6535,7.2758
BeSiN2-mp-7913,Pna2_1,0.3988,3.1882,5.1658
RbZnPO4-mp-18463,P2_1,0.3984,3.6283,3.7152
H12OsN5Cl3O-mp-24461,I4mm,0.3978,2.6004,2.4267
NaHS-mp-36582,R3m,0.3975,1.7701,3.1546
TaTl3S4-mp-7562,I-43m,0.3975,6.3538,2.7258
VRe2O9-mp-29931,Cmc2_1,0.3966,4.6991,1.8881
Li2ZnCdP2-mp-1222618,R3m,0.396,3.9893,1.0652
SiPAu-mp-1207095,R3m,0.3951,6.8412,1.0027
Ba4LiCu(CO5)2-mp-15472,I-42m,0.3951,5.0485,0.9362
Sm3NbS3O4-mp-16135,Pna2_1,0.3947,6.2543,2.2864
Ba2InBiS5-mp-864638,Cmc2_1,0.3947,4.9528,1.6924
LiHS-mp-644271,Ama2,0.3941,1.3835,3.4984
LiFe(CO3)2-mp-763588,P2_1,0.3938,2.5458,2.1285
Si2N2O-mp-4497,Cmc2_1,0.3937,2.7342,4.9235
HgS-mp-9252,P3_221,0.3937,6.9952,1.7038
CsLiH4SO5-mp-755891,Cm,0.3937,2.6831,4.6222
Sr3GeO5-mp-771411,I4cm,0.3927,4.9903,2.5648
Tb5AgS8-mp-33449,I-4,0.3924,6.5829,1.7157
SrZrO3-mp-557203,P2_13,0.3923,5.0903,3.3637
Ba2YInSe5-mp-1205397,Cmc2_1,0.3918,5.1833,1.1768
Fe3OF7-mp-774191,R3m,0.3912,3.4382,2.5265
CrSi2-mp-11191,P6_422,0.3912,5.0215,0.4093
KBF4-mp-676049,P1,0.391,1.9775,7.4561
LiScP2O7-mp-10517,P2_1,0.3901,2.6069,4.7851
Ba2CuGe2O7-mp-22067,P-42_1m,0.3895,4.8457,0.1976
Mn(PO3)3-mp-504351,Cc,0.388,2.5781,1.4188
Hg3(SF)2-mp-7580,I2_13,0.3873,7.8873,2.2368
Si(Sn3O4)2-mp-556100,P6_3mc,0.3871,5.0094,1.8998
BaAs2-mp-31243,Pc,0.3868,5.165,0.432
ZrC-mp-1009894,F-43m,0.3862,5.1505,0.5469
CsSbClF3-mp-23576,I-42m,0.3854,3.8568,3.6611
Ca2Al2SiO7-mp-559691,P-42_1m,0.3851,2.9771,4.3108
Te4MoW3S4-mp-1029139,P3m1,0.3848,5.7047,0.3457
BiTeBr-mp-33723,P3m1,0.3846,6.0815,1.297
LiSn(PO3)3-mp-757838,P2_12_12_1,0.3842,3.1042,4.0604
LiSbO3-mp-752636,P2_13,0.3842,5.3778,1.1981
BrO2F-mp-36262,Cc,0.384,2.9314,2.8995
Ba(NdSe2)2-mp-36007,I-42d,0.3835,6.2746,1.6105
Li7SbO6-mp-37436,P1,0.3833,3.3591,3.4428
HgS-mp-634,P3_121,0.3822,6.9651,1.7241
H3BrO-mp-625509,R3m,0.3817,2.3335,4.4205
Li2MnP2O7-mp-770967,P2_1,0.3813,2.7086,4.0783
Ba2WO3F4-mp-19234,Cc,0.3802,5.8138,4.0458
VCr(P2O7)2-mp-767779,P1,0.3801,2.8417,0.9082
K3TaF8-mp-866663,P6_3mc,0.3798,3.8146,3.85
KTa(AgSe2)2-mp-571288,Ama2,0.3796,4.8567,1.8325
MnPH6NO5-mp-743841,Pmn2_1,0.3792,2.4185,3.0742
K2V(PO4)2-mp-18935,P4bm,0.3792,2.699,2.7874
KNd(PO3)4-mp-6433,P2_1,0.379,3.2118,5.3763
KSi5N7-mp-1029584,Pna2_1,0.3784,2.9937,3.4175
NaP-mp-7440,P2_12_12_1,0.3783,2.0525,0.8888
SiO2-mp-554573,Ama2,0.3783,2.109,5.6232
LiFePO4-mp-754357,I-4,0.3778,2.966,3.5687
Li4CuF7-mp-759877,F-43m,0.3772,2.5615,0.6856
K6CoSe4-mp-14795,P6_3mc,0.3769,2.7926,0.4344
Na2Ge2O5-mp-772842,Pca2_1,0.3767,3.6196,2.8031
TaTl3Se4-mp-10644,I-43m,0.3765,7.0315,2.469
K2ZnH4(I2O7)2-mp-867329,C2,0.3764,3.9641,3.1176
BiTeI-mp-22965,P3m1,0.3763,6.151,1.3295
MnN-mp-1009130,F-43m,0.3759,5.9225,0.0945
Y2TeO6-mp-17066,P2_12_12_1,0.3756,5.4329,3.0878
CuH-mp-24093,P6_3mc,0.3752,6.6738,0.731
ErH9C5(NO4)2-mp-675944,C2,0.3751,2.5771,4.5275
K6CoS4-mp-14794,P6_3mc,0.3751,2.1786,0.4513
CsClO3-mp-760386,R3m,0.3746,3.2936,5.531
KHO-mp-626785,Cmc2_1,0.3744,2.1648,3.6839
K2ThF6-mp-14193,P-62m,0.3736,4.7243,6.3926
Ga2S3-mp-539,Cc,0.3728,3.4365,2.0264
Na3Sr3GaSb4-mp-1210275,P6_3mc,0.3728,4.0104,0.2935
BCl(OF2)2-mp-557856,Cc,0.3727,2.1962,1.9708
Li7IN2-mp-675941,Cm,0.3725,2.3809,1.6667
Ba8P5Br-mp-34034,I-4,0.3717,4.5269,1.1637
AsPbClO2-mp-560394,P2_12_12_1,0.3714,5.5146,3.542
K6CdTe4-mp-17698,P6_3mc,0.3709,3.0993,1.6614
H2S-mp-33024,P1,0.3707,1.1121,4.1036
H9BrO4-mp-625604,P2_1,0.3703,1.8038,3.7298
CdAs2-mp-471,I4_122,0.3703,5.4916,0.1932
SrTl2(PO3)4-mp-1208595,I-4,0.3698,4.4175,4.4343
BaAl4S7-mp-8258,Pmn2_1,0.3696,2.7613,3.1887
Sm5CuSe8-mp-38162,I-4,0.3695,7.0308,1.0113
Te2Mo-mp-1023935,P-6m2,0.3694,3.0081,1.2682
Na6MnSe4-mp-14780,P6_3mc,0.3694,3.0215,1.1333
Rb5Te3H4NCl18-mp-677467,P3m1,0.3694,2.8144,2.6169
SmBS3-mp-972448,Pna2_1,0.3693,4.2748,2.3886
BH5CN2-mp-696210,Pna2_1,0.3692,1.0067,5.4794
CsCrP2S7-mp-1103473,C2,0.369,2.6284,1.2255
Li3VF7-mp-759421,R3m,0.3688,2.2669,1.9246
NaSnPCO7-mp-768127,P2_1,0.3681,3.0014,2.5546
Li5Cr2O8-mp-753141,P1,0.368,2.3705,0.5212
In7GeIrO8-mp-558992,F-43m,0.3679,7.2606,0.411
FeH4S2NO8-mp-684724,R3,0.3669,2.5294,2.3536
Tm2TeO6-mp-780172,P2_12_12_1,0.3669,7.9702,3.1122
Ca(SmS2)2-mp-36100,I-42d,0.3668,5.0699,2.084
H3F2-mp-983357,P1,0.3667,1.4077,7.9086
KGe2N3-mp-1029404,Cmc2_1,0.3666,4.6401,1.5723
K3SbSe4-mp-8704,R3c,0.3663,3.3667,1.4318
Mn6O7F5-mp-765618,P1,0.3659,4.4357,0.213
CClF3-mp-28473,Cmc2_1,0.3659,1.9183,6.7176
KGeCl3-mp-998613,R3c,0.3653,2.2658,2.9285
LiScAs2O7-mp-552663,C2,0.3652,3.6425,3.4715
BaH4O3-mp-626720,P2_1,0.3643,3.5223,4.2176
MgH12SeO9-mp-504894,R3,0.3643,2.0427,5.1004
AgNO2-mp-5770,Imm2,0.3642,4.0415,1.77
Na3PS4-mp-28782,P-42_1c,0.364,2.1505,2.552
LiFePO4-mp-26559,Pc,0.3639,2.906,3.3621
Na2TiSiO5-mp-555976,Pmc2_1,0.3638,2.9938,3.2276
Ba(PrSe2)2-mp-33606,I-42d,0.3637,6.1447,1.6894
KLiSi2O5-mp-558102,P2_1,0.3634,2.4614,4.7214
Ga5(PS)3-mp-676038,Pmm2,0.363,3.6915,1.3519
K2SrCdSb2-mp-867336,Pmc2_1,0.363,4.1759,0.3152
CaBe3O4-mp-754739,P-62c,0.3629,2.732,3.9062
Zn3W2O7-mvc-3714,Cmc2_1,0.3628,8.0958,1.3419
SrCu2SnS4-mp-16988,P3_121,0.3627,4.2287,0.4121
PrGeBO5-mp-10080,P3_1,0.3617,5.1597,4.0136
Dy2Be2GeO7-mp-20778,P-42_1m,0.3614,6.5471,4.4671
VFe(P2O7)2-mp-767722,P1,0.3613,2.8234,1.2461
Na4MnO4-mp-755816,Pc,0.3612,2.5537,0.7271
Na3ReO5-mp-28205,P3_121,0.3608,4.4455,2.4449
Er2TeO6-mp-774557,P2_12_12_1,0.3603,7.7658,3.013
PNO-mp-753671,I2_12_12_1,0.3602,2.6307,5.1829
Sr(PrS2)2-mp-38240,I-42d,0.3589,4.9439,2.0955
TlZnAsO4-mp-18578,P2_1,0.3588,5.6642,3.1943
Cu2HgGeS4-mp-10952,I-42m,0.3584,5.3542,0.0205
SrGaGeH-mp-978847,P3m1,0.3583,4.9054,0.4258
Hg3(SeCl)2-mp-27851,I2_13,0.3579,6.699,1.776
Ca2Si5N8-mp-28922,Cc,0.3575,3.0015,3.3668
Li3MnF7-mp-759724,R3m,0.3564,2.3613,1.5604
Li(CoO2)2-mp-756773,R3m,0.356,4.6752,0.6022
Cd4P6SN12-mp-8921,I-43m,0.3542,4.4272,3.2195
CrP2O7-mp-26974,P2_1,0.3539,2.9099,0.5233
PH2F3-mp-29515,Cmc2_1,0.3539,1.9272,6.467
Li7BiO6-mp-38487,P1,0.3538,4.1759,1.8615
ErSbPt-mp-16329,F-43m,0.3532,11.2793,0.287
RbMnCuS2-mp-1219557,I-4m2,0.3532,4.0496,0.4859
LiZnBO3-mp-756912,P1,0.3527,3.4092,2.972
Sr2CuSi2O7-mp-15748,P-42_1m,0.3512,3.9262,0.1588
H2O-mp-703459,P6_3cm,0.3508,1.0038,5.5401
Ca(PrS2)2-mp-34185,I-42d,0.3504,4.6514,2.2359
Hg3(SCl)2-mp-23418,I2_13,0.3504,6.2414,1.9402
BrNO3-mp-29526,P2_12_12_1,0.35,2.5879,2.5676
SeBr-mp-570589,Aea2,0.3497,3.6389,1.5484
Er2Be2GeO7-mp-14420,P-42_1m,0.3497,6.7833,4.4292
AlPO4-mp-5859,P6cc,0.3497,1.62,5.508
Ba(BS2)2-mp-30126,Cc,0.3494,3.0607,2.8723
Fe6O5F7-mp-755097,Amm2,0.3492,4.2927,1.4373
Ca(NdS2)2-mp-35876,I-42d,0.3491,4.8027,2.0615
CsGaP3HO10-mp-24181,C2,0.3489,3.1985,4.8991
Cd4SiS6-mp-18179,Cc,0.3487,4.1686,1.903
Li3CrO4-mp-772659,P4_122,0.3486,3.2852,0.8276
LiSb(PO3)4-mp-504340,P2_1,0.3485,2.5001,4.1846
LiV(TeO4)3-mp-764607,P2,0.3482,4.8748,1.4647
Ca2ZnSi2O7-mp-6227,P-42_1m,0.3479,3.2947,4.0919
DySbPt-mp-16327,F-43m,0.3478,10.9978,0.0493
K2AgSbS4-mp-553923,Pnn2,0.3476,3.1961,1.0987
H3BrO-mp-625521,Cm,0.3468,2.3293,4.417
SbH6CN3F4-mp-722866,P2_12_12_1,0.3467,2.4931,4.5824
SbSe3N2Cl7-mp-570693,P1,0.346,2.6763,1.6969
K3VCO8-mp-555154,Cm,0.3459,2.4866,2.4278
In4SnS8-mp-675124,R3m,0.3458,4.3423,0.2464
Li2Cr(H2O3)2-mp-505245,P2_12_12_1,0.3455,2.0818,3.052
K2HfF6-mp-8415,P-62m,0.3452,4.776,6.8422
HoSbPt-mp-16376,F-43m,0.3451,11.1492,0.326
K2Ga2B2O7-mp-561525,P321,0.345,3.0252,3.8104
BaSn2(HO2)2-mp-696946,P2_1,0.345,4.6644,2.1821
GaAgS2-mp-556916,Cc,0.3449,4.5429,1.0205
ScSnAu-mp-2894,F-43m,0.3449,8.6352,0.1706
LaGeBO5-mp-19957,P3_1,0.3448,5.0332,4.0275
KYSiS4-mp-867328,P2_1,0.3443,2.6756,2.8295
H4IN-mp-34381,Imm2,0.3438,2.4672,4.0129
RbB3O5-mp-29756,P2_12_12_1,0.3434,2.6807,5.2185
CdCu2GeS4-mp-13982,Pmn2_1,0.3425,4.4972,0.3826
PH6NO4-mp-1220029,Fdd2,0.3422,1.7413,5.3601
Nd2TeO6-mp-31318,P2_12_12_1,0.3419,6.3866,2.9978
LiCoSiO4-mp-763246,Pc,0.3412,2.8405,1.3881
Si3As4-mp-570744,P-43m,0.3408,4.1179,0.4114
HgSO4-mp-3228,Pmn2_1,0.3408,6.0165,1.364
CsLiWO4-mp-1178391,I-4,0.3408,4.0604,4.4251
LiMnF5-mp-764354,P4_1,0.3408,3.027,1.652
Y3TaO7-mp-11321,C222_1,0.3407,6.1585,3.499
Yb(SmS2)2-mp-675677,I-42d,0.3398,6.6316,2.0582
MnPO4-mp-540118,Pna2_1,0.3393,2.4926,0.3713
TbSbPt-mp-16313,F-43m,0.339,10.8245,0.0968
MgSiP2-mp-2961,I-42d,0.3379,2.2414,1.3714
Mn4OF8-mp-754014,Cc,0.3378,3.323,0.7311
Cs3LiCl4-mp-606711,Amm2,0.3373,3.1476,4.7641
Li3VF8-mp-753533,C222,0.3371,2.2749,1.3813
SrTa4O11-mp-541462,P6_322,0.3369,7.611,3.5575
LiMnP2O7-mp-540193,Cc,0.3368,2.4806,1.6166
LiSbTe2WO12-mp-754339,P1,0.3367,6.1754,1.8058
TiPHO5-mp-984604,P2_1,0.3367,3.0117,2.9085
CsPbCl3-mp-675022,R32,0.3364,3.9365,2.8506
K3V(SO5)2-mp-976313,P2_1,0.3363,2.3528,3.454
TlNO2-mp-4453,P3_121,0.336,5.8466,1.6406
Y2Be2GeO7-mp-541040,P-42_1m,0.3359,4.6959,4.5458
MgS-mp-13032,F-43m,0.3354,2.0238,3.5792
CsBrO3-mp-28873,R3m,0.3351,3.944,4.3148
MnP2O7-mp-26982,P2_1,0.3345,3.0742,0.98
La3Cu3Sb4-mp-1105594,I-43d,0.3344,7.5124,0.4256
LiMnPO4-mp-26819,Pc,0.3343,2.8343,3.4685
Cs3As5O9-mp-30300,P31m,0.3342,3.7378,3.1425
Tm3TaO7-mp-769931,C222_1,0.333,9.2479,3.3894
LiB6C-mp-569450,Amm2,0.3317,2.3226,1.4217
CoO-mp-22408,F-43m,0.3313,5.118,0.8425
Ca2MgSi2O7-mp-6094,P-42_1m,0.3311,2.8653,4.5058
Ca2SnS4-mp-866922,I-4,0.3308,2.4574,2.3171
Sr4Al6TeO12-mp-9392,I-43m,0.3298,3.2537,2.8398
NaH2C2N3O-mp-758632,P-62c,0.3297,1.7583,3.7936
Hg3(TeCl)2-mp-27852,I2_13,0.3295,6.8441,1.9227
Na8BeAl4Si7(ClO12)2-mp-42583,P-4,0.3289,2.1673,4.0014
LiAlSi2H2O7-mp-24104,P1,0.3288,2.2243,4.8988
Nd5CuSe8-mp-36252,I-4,0.3272,6.6955,1.0482
Pr5CuSe8-mp-35031,I-4,0.3271,6.48,0.9539
LiFe2(PO4)2-mp-767222,Cm,0.3264,3.6292,1.6044
PNO-mp-38975,P3_2,0.3262,2.9026,5.1417
BNF8-mp-4674,P-42_1m,0.3262,2.2265,3.0599
TbH3(CO2)3-mp-642991,R3m,0.3262,3.8629,4.1993
Cd4GeS6-mp-5151,Cc,0.326,4.3579,1.8442
AsH6NO4-mp-707339,P2_12_12_1,0.3253,1.9863,3.6085
KNi(PO3)3-mp-557878,R3,0.3249,2.6032,5.2485
Li3AsS3-mp-28471,Pna2_1,0.3246,2.3607,2.291
P2O5-mp-2452,Fdd2,0.3243,2.5081,5.2021
LiAg(CO2)2-mp-985571,P2_1,0.3241,3.3544,2.6893
Te2MoW3(SeS2)2-mp-1030244,P3m1,0.3227,5.2528,0.3035
K6MnSe4-mp-18481,P6_3mc,0.3224,2.7088,1.2325
K6MnS4-mp-18244,P6_3mc,0.3221,2.1035,1.299
CsNd5Se8-mp-38442,I-4,0.3219,6.437,1.6467
Li2Fe3O3F5-mp-849525,Cm,0.3212,3.5055,1.9667
SrBPO5-mp-558022,P3_221,0.321,3.6317,5.3882
ZrSeO-mp-756361,P2_13,0.3208,6.0602,2.1088
Hg3AsSe4Br-mp-567949,P6_3mc,0.3205,6.4045,1.3128
SiO2-mp-555147,Cc,0.3202,2.5207,5.3538
KLiSO4-mp-6800,P31c,0.3196,2.2747,5.3317
La3Sb4Au3-mp-1190030,I-43d,0.3193,9.2196,0.6031
CuBr-mp-32880,I-4m2,0.3191,5.1348,0.4449
CsB3PbF12-mp-1004528,Cm,0.3176,3.0685,6.3125
LiZnPH2O5-mp-24585,Pna2_1,0.3176,2.7546,4.0276
Ba(ClO3)2-mp-28512,Fdd2,0.3172,3.1443,5.3105
Al2HgS4-mp-7906,I-4,0.3172,3.8822,2.0184
ScSbPd-mp-569779,F-43m,0.3169,6.9973,0.078
Na8Al6Si6SO28-mp-41734,P23,0.3166,2.1432,4.1847
H6CNF-mp-554051,R3m,0.3165,1.0689,6.0701
LiMn2OF3-mp-753280,R3m,0.3163,3.5349,1.4871
Er3GaS6-mp-7290,Cmc2_1,0.3163,5.622,2.1932
CsCo(CO)4-mp-540895,I-4,0.3162,2.4703,3.9141
SiC-mp-7140,P6_3mc,0.3161,3.1701,2.3029
LiFe(SiO3)2-mp-752617,C222,0.316,2.5264,3.0266
MgO-mp-1009129,P-6m2,0.3159,3.341,3.023
CaSe-mp-1008223,F-43m,0.3141,2.7502,3.1573
SrAl2SiN2O3-mp-554390,P2_12_12_1,0.3137,3.5262,3.7222
SnPtSe-mp-1218926,P2_13,0.3133,10.0474,0.5962
MgH12SO9-mp-23887,R3,0.3132,1.7057,5.2145
Ag3SI-mp-22995,R3,0.3129,6.5761,0.5429
KBePO4-mp-7324,Pna2_1,0.3129,2.6117,5.2636
VFeSbO6-mp-1216330,P4_2nm,0.3126,5.4094,1.5438
Na3Sr3AlP4-mp-41095,P6_3mc,0.3122,2.8095,1.1234
LiCoPO4-mp-762018,I-4,0.3122,3.0769,3.1592
KSnPCO7-mp-772809,P2_1,0.3118,2.7963,2.6723
CuBr-mp-22913,F-43m,0.3109,5.1477,0.4871
ScGaO3-mp-769079,P6_3cm,0.3101,4.8245,3.1751
H2O-mp-697111,Cmc2_1,0.31,0.9581,5.5306
AlAsO4-mp-7849,I-4,0.3096,2.7023,4.3962
Ca2Cu2O5-mp-772813,Pna2_1,0.3093,3.9492,1.0059
Rb2SeO4-mp-677526,Cc,0.3092,3.4641,3.6086
KLiMnPCO7-mp-761124,P2_1,0.3089,2.4965,0.878
Li4Mn5O10-mp-763609,P1,0.3082,3.7269,0.7011
BaAl2Si3(NO)4-mp-1019531,Cmc2_1,0.308,3.4749,3.5523
Rb2Se3-mp-7447,Cmc2_1,0.3079,3.7775,0.6937
YNiBi-mp-30460,F-43m,0.3078,8.6341,0.257
Ag2GeO3-mp-983589,P2_12_12_1,0.3075,6.2363,0.2927
LiMnF4-mp-752973,Cc,0.3075,3.2958,2.7851
Hg3AsSe4I-mp-570084,P6_3mc,0.307,6.4485,1.2214
LiAlSiO4-mp-556544,Pc,0.307,2.4937,5.021
MnSn3(PO4)4-mp-756328,Pm,0.3068,3.9013,0.7431
KZnSb-mp-10161,P-6m2,0.3067,3.8168,0.3482
Li3SbS4-mp-756316,Pmn2_1,0.3065,2.499,2.1491
Rb2Sr(PO3)4-mp-1209338,I-4,0.3055,3.0992,5.7592
NaCr(PS3)2-mp-1210128,Fdd2,0.3054,2.2668,0.6566
Ta4S9Br8-mp-559724,I4mm,0.3054,4.0062,1.3014
Rb2ThF6-mp-13978,P-62m,0.3051,5.2736,6.286
C3N4-mp-9410,P31c,0.3048,3.5101,3.8089
RbV(CuS2)2-mp-15998,Ama2,0.3046,3.4511,1.1946
Ba(AuF4)2-mp-28719,I-4,0.3044,5.8018,2.5159
Sn3As4-mp-570377,P-43m,0.3042,5.4084,0.7518
Na2MoSeO6-mp-557923,P2_13,0.304,3.4477,3.6495
LiMn3(OF3)2-mp-753440,P1,0.3038,3.2808,1.2082
Ca2ZnGe2O7-mp-18596,P-42_1m,0.3036,3.9344,3.0494
MoSe2-mp-1023934,P-6m2,0.3036,2.4809,1.4311
Li2Mn3NiO8-mp-771971,P6_3mc,0.3034,4.3505,1.0324
LiMnP2(HO4)2-mp-755468,P2_12_12,0.3028,2.8322,1.0918
Ge3N4-mp-571281,I-43d,0.3028,5.6036,1.6252
SmH3(CO2)3-mp-23771,R3m,0.3026,3.5707,4.3141
La2TeO6-mp-17350,P2_12_12_1,0.3024,5.9894,2.974
Sn2IF3-mp-27167,C222_1,0.3021,4.8461,2.4336
LiHS-mp-644419,Pmc2_1,0.3017,1.3916,3.5253
LaTiSbO6-mp-1222719,P312,0.3011,5.3421,2.7433
K2SnHgTe4-mp-1223855,I-42m,0.3011,5.2265,0.6459
SrBPO5-mp-6486,P3_121,0.3004,3.6243,5.3874
Li2Cr3CoO8-mp-761675,R3m,0.3002,4.089,0.6014
LiFe3(OF3)2-mp-756353,P1,0.2999,3.3631,2.3334
Th3Sb4-mp-552,I-43d,0.2996,9.3058,0.1733
GeO2-mp-223,P3_221,0.2988,4.0435,3.2607
Ba5In4Te4S7-mp-1105201,Imm2,0.2983,4.7185,1.1338
MoS2-mp-1023924,P-6m2,0.2982,1.7291,1.6607
GaClO-mp-1212662,Pca2_1,0.2982,3.2398,2.6767
Li2Ti3CoO8-mp-761669,R3m,0.2981,3.8079,1.8663
AlAgS2-mp-5782,I-42d,0.2981,3.8019,1.8992
TaV(Cu3S4)2-mp-1217849,P-4m2,0.298,4.3555,1.2273
KNO2-mp-546787,Cm,0.2975,1.9471,2.5007
BaCO3-mp-762225,P2_1,0.2975,3.9732,4.474
KTbGeS4-mp-12011,P2_1,0.2974,3.5775,2.4502
GaAs-mp-2534,F-43m,0.2972,5.0532,0.1839
ZnAsHPbO5-mp-510279,P2_12_12_1,0.2968,6.2051,3.2405
La5TlSe8-mp-37829,I-4,0.2968,6.5876,1.4405
Na2LiBe2F7-mp-12240,P-42_1m,0.2967,2.3338,6.9665
RbCrI3-mp-27442,C2,0.2966,4.2067,0.1919
TmH3(CO2)3-mp-642999,R3m,0.2966,4.1295,4.145
LiBr-mp-976280,P6_3mc,0.2948,2.7887,4.935
La5AgSe8-mp-33775,I-4,0.2945,6.363,1.49
Ba2Si5N8-mp-9711,Pmn2_1,0.2945,4.5179,2.8921
NaZrPCO7-mp-768152,P2_1,0.2943,2.4705,4.0071
Cs2Se5-mp-541055,P2_12_12_1,0.2936,4.0054,0.9613
BaLaMgNbO6-mp-39288,F-43m,0.2924,6.0299,2.7822
CsHSO3-mp-1018678,R3m,0.2919,3.3949,5.9521
Sr6Cu3N5-mp-29136,P4_2mc,0.2918,4.6915,0.4905
TlP5-mp-27411,Pmc2_1,0.2916,4.064,1.4194
CrAgSe2-mp-3532,R3m,0.2916,6.1125,0.2354
Cu2SnS3-mp-10519,Cc,0.2912,4.624,0.0407
Li2VO2F-mp-777778,C2,0.2909,3.4954,1.7448
SiO2-mp-555251,Ima2,0.2904,1.8483,5.8136
Na6MgO4-mp-753816,P6_3mc,0.2904,2.4929,2.0991
ZrInAu-mp-961693,F-43m,0.2904,9.6343,0.5016
LiCoSiO4-mp-763240,C222_1,0.2895,2.9757,1.2663
Cd4GeSe6-mp-18163,Cc,0.2894,5.323,1.3124
NdH3(CO2)3-mp-23837,R3m,0.2889,3.4038,4.3603
SrH4O3-mp-626727,P2_1,0.2883,2.9538,4.3531
SrCa(CO3)2-mp-559653,Pmc2_1,0.2882,3.2143,4.8057
TmNiBi-mp-568269,F-43m,0.288,10.9253,0.2127
Dy3Se4O12F-mp-555217,P6_3mc,0.2877,5.1598,3.7648
RbCNO-mp-1219568,Ima2,0.2876,2.7458,4.5789
VOF3-mp-753030,P2_12_12_1,0.2876,2.6579,3.3637
K(SnSe2)2-mp-28769,Cm,0.287,4.027,1.182
BaLaAlO4-mp-16934,P2_12_12_1,0.2869,5.69,4.4467
GaP-mp-8882,P6_3mc,0.2866,4.0101,1.2984
GeO2-mp-733,P3_121,0.2866,4.0363,3.2646
Te4MoW3S4-mp-1030153,P3m1,0.2864,5.3024,0.2878
HoSnAu-mp-30390,F-43m,0.2861,10.527,0.0249
LiNb(TeO4)3-mp-758389,P2,0.2861,4.9579,1.5985
Ba3P4-mp-14289,Fdd2,0.2858,4.1225,0.4839
TbNiSb-mp-3716,F-43m,0.2853,8.7207,0.3842
NaH3SO5-mp-696347,Cc,0.2845,2.0429,5.359
Sr3P4-mp-14288,Fdd2,0.2844,3.485,0.8906
LiY3WO8-mp-756622,P2,0.2833,4.9609,3.2087
ErSbPd-mp-11836,F-43m,0.2833,9.2754,0.2807
SiGeN2O-mp-1020703,Cm,0.2831,3.6797,3.4637
AgClO2-mp-996984,P1,0.2827,2.6868,0.5702
InAgS2-mp-19833,I-42d,0.2814,4.7031,0.6152
Mg3(AsO4)2-mp-758196,I-4,0.2813,3.8521,3.0527
LiNb(TeO4)3-mp-849223,P2,0.2809,4.9638,1.4546
CsLiMoO4-mp-551629,F-43m,0.2808,3.1538,4.4432
GaSe-mp-1572,P-6m2,0.2804,4.392,1.2567
Ba2Ge2Te5-mp-17885,Pna2_1,0.2804,5.4547,0.7733
KZnAs-mp-15687,P-6m2,0.2801,3.6025,0.202
Li3ErCl6-mp-676361,P321,0.28,3.0683,5.21
AlCuBr4-mp-1102536,P-42c,0.2799,3.7845,2.17
LiCaUF8-mp-632402,I-4,0.2796,4.688,0.4753
RbPPbS4-mp-638009,P2_12_12_1,0.2794,3.7948,2.3774
Sb2S2O9-mp-638424,P4_12_12,0.2794,3.8631,4.0328
Li3Mn3O5F3-mp-753419,P1,0.279,3.567,0.7852
Pr2Be2GeO7-mp-14415,P-42_1m,0.2788,5.5128,4.2702
LiAl(SiO3)2-mp-558808,P1,0.2785,2.0043,4.9282
Li2Mn(NiO3)2-mp-762624,C2,0.2782,4.4123,0.0116
LiAlSe2-mp-7117,Pna2_1,0.2767,3.331,3.0248
LiH2N-mp-23702,I-4,0.2767,1.1203,3.1235
RbLiCrO4-mp-18741,P31c,0.2766,2.833,3.0061
Sm2Be2GeO7-mp-14416,P-42_1m,0.2765,5.9723,4.4508
GaCuBr4-mp-1212660,P-42c,0.2763,3.9352,1.5826
TmNiSb-mp-4025,F-43m,0.276,9.3171,0.3138
LaH3(CO2)3-mp-642729,R3m,0.2753,3.2054,4.1378
ScSbPt-mp-7173,F-43m,0.2753,9.1986,0.6597
KAg2AsO4-mp-12015,I-42m,0.275,5.0265,0.2277
LiH5S(NO2)2-mp-504426,Pna2_1,0.2747,1.91,5.4792
GaN5O14-mp-541950,C2,0.2745,2.1771,1.2568
InPS4-mp-20790,I-4,0.2744,2.9474,2.4231
KHO-mp-626716,P2_1,0.2741,2.0747,3.6246
TaIn3O7-mp-752535,C222_1,0.2739,7.3769,1.0782
MnCu2GeS4-mp-20474,Pmn2_1,0.2736,4.1267,0.2651
KLaGeSe4-mp-21097,P2_1,0.2736,4.3015,1.6136
KLiZnS2-mp-774907,I-4m2,0.2734,2.7598,2.4458
B2O3-mp-306,P3_121,0.2729,2.3438,6.3387
Er3TaO7-mp-755898,C222_1,0.2721,9.0399,3.4152
NaSrP-mp-13275,P-62m,0.2716,3.0485,1.2349
SiO2-mp-556788,P1,0.2714,2.6965,4.8016
Na2O2-mp-2340,P-62m,0.2714,2.524,1.7724
NaNbS6-mp-1210002,Cc,0.2713,2.8766,1.6711
